Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
Stalybridge and Hyde;Jonathan Reynolds;4;Manchester East;73063;16079;19025;1828;3592;1411;0;0;437
Stevenage;Stephen McPartland;9;Hertfordshire East;71562;25326;16766;4133;0;1457;0;0;0
Stockport;Navendu Mishra;4;Manchester East;75659;13350;24779;4676;2634;1606;0;0;64
Stockton North;Alex Cunningham;3;Teesside;69643;16863;19944;1810;3792;0;0;0;1154
Stockton West;Matt Vickers;3;Teesside;69969;27688;16419;2300;2333;266;0;0;66
Stoke-on-Trent Central;Jo Gideon;7;Staffordshire North;71444;19992;17845;1538;1716;821;0;0;21
Stoke-on-Trent North;Jonathan Gullis;7;Staffordshire North;70840;22395;14915;1327;2348;543;0;0;299
Stoke-on-Trent South;Jack Brereton;7;Staffordshire North;69994;28867;12994;2645;0;683;0;0;0
Stone, Great Wyrley and Penkridge;Unknown (new seat);7;Staffordshire South;70181;32879;11129;3139;0;1707;0;0;0
Stourbridge;Suzanne Webb;7;Black Country;70361;27480;13538;2358;0;1199;0;0;368
Stratford and Bow;Unknown (new seat);11;Lea Valley;73601;6807;32638;4604;1055;1775;0;0;288
Stratford-on-Avon;Nadhim Zahawi;7;Warwickshire;72318;32445;6113;13154;0;2056;0;0;0
Streatham and Croydon North;Unknown (new seat);11;Croydon;78082;9890;28741;9091;710;2013;0;0;214
Stretford and Urmston;Kate Green;4;Manchester Central and Trafford;72371;13776;30195;2968;1767;1359;0;0;0
Stroud;Siobhan Baillie;10;Gloucestershire;76249;27215;25012;1111;841;4635;0;0;475
Suffolk Central and North Ipswich;Dan Poulter;9;Suffolk East;72161;31245;11133;5488;0;2696;0;0;102
Suffolk Coastal;Therese Coffey;9;Suffolk East;73982;29663;11260;7930;0;2443;0;0;1366
Suffolk South;James Cartlidge;9;Suffolk West and Ipswich;72700;31435;10026;6498;0;3073;0;0;0
Suffolk West;Matt Hancock;9;Suffolk West and Ipswich;77063;32368;10666;4434;0;2233;0;0;27
Sunderland Central;Julie Elliott;3;Tyne and Wear South;72679;15371;18336;3024;5046;1213;0;0;483
Surrey East;Claire Coutinho;12;Surrey East;72655;30613;7071;10918;0;1806;0;0;1739
Surrey Heath;Michael Gove;12;Surrey West and Aldershot;70526;29688;4657;14136;0;1784;0;0;560
Sussex Mid;Mims Davies;12;Sussex West;72208;25760;9593;15447;0;2153;0;0;454
Sussex Weald;Nus Ghani;12;Sussex East;69515;31406;8196;8840;0;2431;0;0;0
Sutton and Cheam;Paul Scully;11;Wimbledon and Sutton;71645;25170;7201;16853;2;1165;0;0;0
Sutton Coldfield;Andrew Mitchell;7;Birmingham North;75638;31604;12332;6360;0;2032;0;0;0
Swindon North;Justin Tomlinson;10;Swindon and Chippenham;72058;28482;14296;3815;0;1581;0;0;0
Swindon South;Robert Buckland;10;Swindon and Chippenham;72559;25627;20457;3880;0;130;0;0;0
Tamworth;Christopher Pincher;7;Staffordshire South;73523;31728;11005;2507;0;972;0;0;1244
Tatton;Esther McVey;4;Cheshire;75992;31205;11966;8440;337;2049;0;0;28
Taunton and Wellington;Rebecca Pow;10;Somerset West and Barnstaple;77219;29178;4402;20063;0;0;0;1854;0
Telford;Lucy Allan;7;English Marches;70351;26061;15010;2718;0;26;0;0;0
Tewkesbury;Laurence Robertson;10;Gloucestershire;72556;30459;8220;11698;0;2162;0;0;15
Thanet East;Craig Mackinlay;12;Kent East;74214;26157;18443;2481;0;1870;0;0;0
Thirsk and Malton;Kevin Hollinrake;5;North Yorkshire;76632;33959;9493;6362;0;2316;0;0;1416
Thornbury and Yate;Luke Hall;10;Avon North;74719;32389;5384;17954;0;224;0;0;57
Thurrock;Jackie Doyle-Price;9;Essex South West;72679;25518;14677;1411;0;754;0;0;949
Tipton and Wednesbury;Shaun Bailey;7;Black Country;73716;19907;16045;1020;2422;600;0;0;169
Tiverton and Minehead;Unknown (new seat);10;Somerset West and Barnstaple;71003;29862;7298;9312;0;2067;0;537;744
Tonbridge;Tom Tugendhat;12;Kent West;72745;33365;7539;7047;0;3988;0;0;25
Tooting;Rosena Allin-Khan;11;Lambeth and Wandsworth;76953;16504;30810;8304;461;2315;0;0;76
Torbay;Kevin Foster;10;Devon South;76019;30171;6683;12413;0;1234;0;0;655
Torridge and Tavistock;Geoffrey Cox;10;Devon Central and East;74621;33341;9870;9837;0;1877;0;0;514
Tottenham;David Lammy;11;Enfield and Haringey;75561;5293;35686;2936;508;2104;0;0;193
Truro and Falmouth;Cherilyn Mackrory;10;Cornwall;72935;26047;21549;6304;0;1616;0;0;476
Tunbridge Wells;Greg Clark;12;Kent South;74822;30123;8098;15475;0;0;0;0;957
Twickenham;Munira Wilson;11;South West London;77386;19995;4940;33124;732;0;0;0;0
Tynemouth;Alan Campbell;3;Tyne and Wear North;72908;20711;24686;3605;2112;1302;0;0;0
Uxbridge and South Ruislip;Boris Johnson;11;Southall;74828;27323;18558;3798;0;1318;0;0;723
Vauxhall and Camberwell Green;Florence Eshalomi;11;Lambeth and Wandsworth;72629;6584;28067;8804;674;1885;0;0;70
Wakefield and Rothwell;Unknown (new seat);5;Wakefield and Dewsbury;73602;22222;20068;3107;1791;523;0;0;1205
Wallasey;Angela Eagle;4;Wirral and Chester North;72516;12893;32980;2056;2135;1224;0;0;0
Walsall and Bloxwich;Eddie Hughes;7;Wolverhampton and Walsall;74080;21349;19072;1439;421;790;0;0;150
Walthamstow;Stella Creasy;11;Lea Valley;70267;5922;36783;2875;767;1732;0;0;255
Warrington North;Charlotte Nichols;4;Merseyside East and Warrington;72097;19062;20581;3057;2625;1253;0;0;0
Warrington South;Andy Carter;4;Merseyside East and Warrington;76256;24356;24284;4760;1320;4;0;0;140
Warwick and Leamington;Matt Western;7;Warwickshire;75602;22449;23400;5505;735;1619;0;0;220
Warwickshire North and Bedworth;Craig Tracey;7;Warwickshire;70270;30251;12293;2068;0;1302;0;0;0
Washington and Gateshead South;Sharon Hodgson;3;Tyne and Wear South;71731;13654;18265;2304;5856;1026;0;0;926
Watford;Dean Russell;9;Hertfordshire West;70110;21579;18755;8138;0;143;0;0;270
Waveney Valley;Unknown (new seat);9;Suffolk East;71189;30768;10194;4754;0;3947;0;0;275
Weald of Kent;Unknown (new seat);12;Kent South;70125;33824;6474;4756;0;1777;0;0;557
Wellingborough and Rushden;Peter Bone;8;Northamptonshire;77190;30586;14086;3729;0;1558;0;0;0
Wells and Mendip Hills;James Heappey;10;Somerset East and Weston;69509;28653;4988;15456;0;733;0;0;361
Welwyn Hatfield;Grant Shapps;9;Hertfordshire East;74505;27193;16396;6577;0;1612;0;0;0
West Bromwich;Nicola Richards;7;Black Country;71963;20230;16709;1513;1430;919;0;0;479
West Ham and Beckton;Lyn Brown;11;Lea Valley;70621;7381;30917;2294;1360;986;0;0;532
Westmorland and Lonsdale;Unknown (changed seat);4;Cumbria;73247;27121;4574;22401;616;453;0;0;364
Weston-super-Mare;John Penrose;10;Somerset East and Weston;69967;26651;13348;5764;0;1388;0;0;0
Wetherby and Easingwold;Alec Shelbrooke;5;York;71150;34292;8721;5180;0;1794;0;0;1032
Whitehaven and Workington;Trudy Harrison;4;Cumbria;73374;24727;21694;1921;836;709;0;0;386
Widnes and Halewood;Derek Twigg;4;Merseyside East and Warrington;70355;9317;30965;1299;3476;881;0;0;187
Wigan;Lisa Nandy;4;Lancashire South;75680;14314;21043;2429;5959;1300;0;0;0
Wiltshire East;Danny Kruger;10;Wiltshire South;70844;32523;7670;7233;0;1981;0;0;133
Wiltshire South West;Andrew Murrison;10;Wiltshire South;71331;30043;10499;7825;0;1993;0;0;0
Wimbledon;Stephen Hammond;11;Wimbledon and Sutton;74718;22519;11892;22463;124;64;0;0;535
Winchester;Steve Brine;12;Hampshire;77307;30704;3330;24385;0;586;0;0;202
Windsor;Adam Afriyie;12;Runnymede;73998;27822;10588;10271;187;1745;0;0;915
Wirral West;Unknown (changed seat);4;Wirral and Chester North;71641;25063;24382;3249;1136;1245;0;0;0
Witham;Priti Patel;9;Essex North;74881;35197;9101;4843;0;3024;0;0;134
Witney;Robert Courts;12;Oxfordshire;70019;29643;7336;14203;5;0;0;0;170
Woking;Jonathan Lord;12;Surrey West and Aldershot;71024;24463;8542;15756;0;1453;0;0;559
Wokingham;John Redwood;12;Berkshire;70557;27949;4815;17045;0;1350;0;0;175
Wolverhampton North East;Jane Stevenson;7;Wolverhampton and Walsall;71096;22088;13859;1471;1250;645;0;0;0
Wolverhampton South East;Pat McFadden;7;Wolverhampton and Walsall;76072;17924;20303;1163;2273;616;0;0;110
Wolverhampton West;Stuart Anderson;7;Wolverhampton and Walsall;77127;24000;22438;2309;1261;161;0;0;0
Worcester;Robin Walker;7;Worcestershire;73485;25857;19099;3667;0;1694;0;0;583
Worcestershire West;Harriett Baldwin;7;Worcestershire;76241;34909;9499;10410;0;2715;0;0;0
Worsley and Eccles;Barbara Keeley;4;Manchester North West;77299;17924;21446;2526;3388;1129;0;0;57
Worthing East and Shoreham;Tim Loughton;12;South Coast;75196;27109;19635;4128;0;2005;0;0;253
Worthing West;Peter Bottomley;12;South Coast;76124;29940;14940;6129;0;2003;0;0;421
Wrekin, The;Mark Pritchard;7;English Marches;75745;33712;12755;4237;0;1527;0;0;70
Wycombe;Steve Baker;12;Buckinghamshire South;71214;21755;19363;6159;0;1338;0;0;1311
Wyre Forest;Mark Garnier;7;Worcestershire;78076;32959;11547;4082;0;1971;0;0;0
Wythenshawe and Sale East;Mike Kane;4;Manchester Central and Trafford;76314;13458;23855;3111;2718;1557;0;0;57
Yeovil;Marcus Fysh;10;Somerset East and Weston;76056;31489;3611;17246;0;1547;0;0;764
York Central;Rachael Maskell;5;York;76303;14176;27969;4201;1458;2092;0;0;733
York Outer;Julian Sturdy;5;York;73271;26915;16682;9940;20;15;0;0;652
Aberafan Maesteg;Stephen Kinnock;6;West Glamorgan;69525;10303;23315;1348;3824;666;3569;0;651
Alyn and Deeside;Mark Tami;6;Clwyd;75403;21092;22970;2906;3145;0;1770;0;0
Bangor Aberconwy;Robin Millar;6;Gogledd Cymru;70127;18879;18692;2009;456;0;9402;0;0
Blaenau Gwent and Rhymney;Nick Smith;6;Gwent;70687;7981;21395;1472;7518;421;2974;0;366
Brecon, Radnor and Cwm Tawe;Fay Jones;6;Gorllewin Cymru a'r Canolbarth;72621;25107;8753;15199;946;212;1527;0;736
Bridgend;Jamie Wallis;6;Cardiff and Bridgend;70710;19564;18197;2573;2369;894;2620;0;0
Caerfyrddin (Carmarthen);Unknown (changed seat);6;Gorllewin Cymru a'r Canolbarth;72404;20246;12885;846;2001;0;15672;0;0
Caerphilly;Wayne David;6;The Valleys;70954;12811;19942;235;5252;167;6447;0;0
Cardiff East;Jo Stevens;6;Cardiff and Bridgend;75658;11370;28519;6116;2023;185;517;0;388
Cardiff North;Anna McMorrin;6;Cardiff and Bridgend;71374;19588;26888;3583;1444;821;1990;0;254
Cardiff South and Penarth;Stephen Doughty;6;Cardiff and Bridgend;73492;14231;26108;3164;980;1282;1866;0;150
Cardiff West;Kevin Brennan;6;Cardiff and Bridgend;74561;14385;25503;2752;1880;1141;4287;0;126
Ceredigion Preseli;Ben Lake;6;Gorllewin Cymru a'r Canolbarth;74308;15212;10769;7682;2063;665;16466;0;0
Clwyd East;Rob Roberts;6;Clwyd;76518;25201;19489;3394;2168;0;2400;0;0
Clwyd North;David Jones;6;Clwyd;76558;25188;20436;2253;956;0;3058;0;0
Dwyfor Meirionnydd;Liz Saville Roberts;6;Gogledd Cymru;72047;13251;10657;70;2550;0;22430;0;0
Gower;Tonia Antoniazzi;6;West Glamorgan;76005;21343;23708;3132;1942;5;2732;0;0
Llanelli;Nia Griffith;6;Gorllewin Cymru a'r Canolbarth;69600;13693;17427;0;3913;0;9686;0;0
Merthyr Tydfil and Aberdare;Gerald Jones;6;The Valleys;74598;9433;21922;1532;4714;0;3334;0;2332
Monmouthshire;David Davies;6;Gwent;72681;27309;16907;5022;431;1341;1236;0;417
Montgomeryshire and Glyndwr;Craig Williams;6;Gogledd Cymru;74118;26690;13317;8602;698;0;1098;0;729
