Name;MP;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH;CON chance;LAB chance;LIB chance;UKIP chance;Green chance;NAT chance;MIN chance;OTH chance
Durham North;Kevan Jones;3;Durham;66796;4645;20650;1686;5917;2112;0;0;1132;0.002;0.994;0.000;0.004;0.000;0.000;0.000;0.000
Durham North West;Unknown (LAB gain from CON);3;Durham;72166;7025;21321;2285;6733;2215;0;0;629;0.008;0.984;0.000;0.008;0.000;0.000;0.000;0.000
Durham, City of;Mary Foy;3;Durham;71271;5361;23147;5179;6329;3128;0;0;596;0.003;0.993;0.001;0.002;0.000;0.000;0.000;0.000
Ealing Central and Acton;Rupa Huq;11;Ealing;75510;6204;28710;3397;5653;3813;0;0;612;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ealing North;James Murray;11;Ealing;74473;5224;26582;1105;3974;2451;0;0;491;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ealing Southall;Virendra Sharma;11;Ealing;64581;3587;23434;991;3231;1855;0;0;435;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Easington;Grahame Morris;3;Durham;61182;3179;18013;1033;5203;1353;0;0;969;0.000;0.998;0.000;0.002;0.000;0.000;0.000;0.000
East Ham;Stephen Timms;11;Newham;88319;2054;32646;584;2938;1641;0;0;464;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Eastbourne;Unknown (LIB gain from CON);12;East Sussex;79307;13382;8646;18278;6463;2002;0;0;564;0.251;0.038;0.705;0.006;0.000;0.000;0.000;0.000
Eastleigh;Unknown (LIB gain from CON);12;Hampshire;83880;14566;13102;15295;7025;2995;0;0;622;0.339;0.235;0.412;0.013;0.001;0.000;0.000;0.000
Eddisbury;Unknown (LAB gain from CON);4;Cheshire;73700;14036;17924;4431;6837;2597;0;0;553;0.270;0.720;0.001;0.008;0.000;0.000;0.000;0.000
Edmonton;Kate Osamor;11;Enfield;65747;2763;22138;779;2965;1946;0;0;456;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ellesmere Port and Neston;Justin Madders;4;Cheshire;70327;7096;25332;1425;5724;3192;0;0;830;0.001;0.998;0.000;0.001;0.000;0.000;0.000;0.000
Elmet and Rothwell;Unknown (LAB gain from CON);5;West Yorkshire;80957;15299;21881;2544;7737;3374;0;0;802;0.200;0.794;0.000;0.005;0.000;0.000;0.000;0.000
Eltham;Clive Efford;11;Greenwich;64086;6608;21702;1326;4554;2497;0;0;608;0.007;0.993;0.000;0.000;0.000;0.000;0.000;0.000
Enfield North;Feryal Clark;11;Enfield;68301;6072;22326;1224;4005;2398;0;0;541;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Enfield Southgate;Bambos Charalambous;11;Enfield;65525;8790;23173;1638;4577;2709;0;0;532;0.012;0.988;0.000;0.000;0.000;0.000;0.000;0.000
Epping Forest;Eleanor Laing;9;Essex;74304;15306;14534;4073;6461;3065;0;0;1026;0.529;0.457;0.002;0.010;0.000;0.000;0.000;0.000
Epsom and Ewell;Unknown (LAB gain from CON);12;Surrey;81138;15396;16684;8187;7477;3993;0;0;1557;0.394;0.553;0.031;0.019;0.001;0.000;0.000;0.000
Erewash;Unknown (LAB gain from CON);8;Derbyshire;72523;10965;20695;1327;5303;2552;0;0;756;0.063;0.935;0.000;0.002;0.000;0.000;0.000;0.000
Erith and Thamesmead;Abena Oppong-Asare;11;Bexley;65399;5112;20271;902;3748;1932;0;0;531;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Esher and Walton;Unknown (LIB gain from CON);12;Surrey;81184;16905;12885;16962;7211;3311;0;0;992;0.432;0.147;0.409;0.012;0.000;0.000;0.000;0.000
Exeter;Ben Bradshaw;10;Devon;82054;7319;29447;1996;5555;5917;0;0;937;0.003;0.996;0.000;0.000;0.000;0.000;0.000;0.000
Fareham;Suella Braverman;12;Hampshire;78337;18917;16019;7208;6625;3164;0;0;679;0.620;0.362;0.009;0.007;0.001;0.000;0.000;0.000
Faversham and Kent Mid;Helen Whately;12;Kent;73403;15127;14194;4648;6238;3234;0;0;646;0.558;0.428;0.002;0.012;0.000;0.000;0.000;0.000
Feltham and Heston;Seema Malhotra;11;Hounslow;80934;6193;23631;895;3913;1618;0;0;552;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Filton and Bradley Stoke;Unknown (LAB gain from CON);10;Bristol area;74016;11724;22336;3742;5529;2890;0;0;600;0.065;0.932;0.001;0.002;0.000;0.000;0.000;0.000
Finchley and Golders Green;Unknown (LAB gain from CON);11;Barnet;77573;12163;21076;5536;5689;3173;0;0;589;0.091;0.904;0.002;0.003;0.000;0.000;0.000;0.000
Folkestone and Hythe;Damian Collins;12;Kent;88272;16106;15996;4237;7694;4786;0;0;782;0.505;0.473;0.002;0.018;0.001;0.000;0.000;0.000
Forest of Dean;Unknown (LAB gain from CON);10;Gloucestershire;71438;11514;14796;2543;7065;5438;0;0;787;0.279;0.673;0.002;0.039;0.006;0.000;0.000;0.000
Fylde;Unknown (LAB gain from CON);4;Lancashire;66847;12935;15892;2209;6531;2388;0;0;963;0.303;0.683;0.000;0.014;0.000;0.000;0.000;0.000
Gainsborough;Unknown (LAB gain from CON);8;Lincolnshire;76343;13974;15732;4785;7469;1944;0;0;569;0.387;0.587;0.004;0.021;0.000;0.000;0.000;0.000
Garston and Halewood;Maria Eagle;4;Merseyside;76116;2699;35723;2255;5960;2866;0;0;973;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Gateshead;Ian Mearns;3;Newcastle area;64449;4045;21922;1582;4317;2332;0;0;583;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Gedling;Unknown (LAB gain from CON);8;Nottinghamshire;71366;8796;24479;1381;5497;2726;0;0;737;0.013;0.986;0.000;0.001;0.000;0.000;0.000;0.000
Gillingham and Rainham;Unknown (LAB gain from CON);12;Kent;73549;13446;17024;1872;4667;2124;0;0;609;0.276;0.721;0.000;0.002;0.000;0.000;0.000;0.000
Gloucester;Unknown (LAB gain from CON);10;Gloucestershire;80901;11767;21132;3750;5705;2412;0;0;749;0.081;0.914;0.001;0.003;0.000;0.000;0.000;0.000
Gosport;Caroline Dinenage;12;Hampshire;73541;15462;14379;5146;5887;2575;0;0;635;0.565;0.418;0.006;0.010;0.000;0.000;0.000;0.000
Grantham and Stamford;Unknown (LAB gain from CON);8;Lincolnshire;81502;15450;16448;3635;8126;3315;0;0;1180;0.435;0.540;0.000;0.024;0.000;0.000;0.000;0.000
Gravesham;Unknown (LAB gain from CON);12;Kent;73242;13761;17271;1793;4767;2116;0;0;485;0.282;0.715;0.000;0.002;0.000;0.000;0.000;0.000
Great Grimsby;Unknown (LAB gain from CON);5;Humber area;61409;6555;13601;1067;4505;1343;0;0;805;0.040;0.955;0.000;0.005;0.000;0.000;0.000;0.000
Great Yarmouth;Unknown (LAB gain from CON);9;Norfolk;71957;12750;14739;1826;4892;1778;0;0;475;0.340;0.658;0.000;0.002;0.000;0.000;0.000;0.000
Greenwich and Woolwich;Matthew Pennycook;11;Greenwich;79997;4018;30648;1796;4776;3708;0;0;541;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Guildford;Unknown (LIB gain from CON);12;Surrey;77729;13979;12970;16067;6584;2972;0;0;988;0.279;0.219;0.487;0.014;0.000;0.000;0.000;0.000
Hackney North and Stoke Newington;Diane Abbott;11;Hackney;92462;2196;38873;1881;4535;5735;0;0;611;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hackney South and Shoreditch;Meg Hillier;11;Hackney;89387;1771;37910;1543;4078;4694;0;0;533;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Halesowen and Rowley Regis;Unknown (LAB gain from CON);7;Black Country;68300;10860;15941;1282;4194;1672;0;0;514;0.167;0.831;0.000;0.001;0.000;0.000;0.000;0.000
Halifax;Holly Lynch;5;West Yorkshire;71887;6688;20440;1017;4920;2164;0;0;754;0.006;0.994;0.000;0.000;0.000;0.000;0.000;0.000
Haltemprice and Howden;Unknown (LAB gain from CON);5;Humber area;71083;14294;16501;3613;7250;2861;0;0;771;0.358;0.624;0.001;0.017;0.000;0.000;0.000;0.000
Halton;Derek Twigg;4;Cheshire;71930;3966;28946;1076;5082;2388;0;0;788;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hammersmith;Andy Slaughter;11;Hammersmith and Fulham;74759;4646;30422;2129;5044;3744;0;0;579;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hampshire East;Damian Hinds;12;Hampshire;76478;17087;12896;10917;6927;3578;0;0;625;0.642;0.229;0.115;0.013;0.001;0.000;0.000;0.000
Hampshire North East;Ranil Jayawardena;12;Hampshire;78954;17554;13944;10101;7029;3417;0;0;888;0.622;0.286;0.077;0.014;0.000;0.000;0.000;0.000
Hampshire North West;Kit Malthouse;12;Hampshire;83083;18208;15685;8276;6714;3169;0;0;526;0.606;0.366;0.021;0.006;0.000;0.000;0.000;0.000
Hampstead and Kilburn;Tulip Siddiq;11;Camden;86571;6340;30719;4731;6247;4851;0;0;664;0.000;0.997;0.001;0.001;0.000;0.000;0.000;0.000
Harborough;Unknown (LAB gain from CON);8;Leicestershire;80151;14029;17939;6400;7371;3121;0;0;817;0.293;0.680;0.006;0.020;0.000;0.000;0.000;0.000
Harlow;Unknown (LAB gain from CON);9;Essex;68078;11744;16429;1774;4581;1637;0;0;573;0.191;0.808;0.000;0.000;0.000;0.000;0.000;0.000
Harrogate and Knaresborough;Andrew Jones;5;North Yorkshire;77941;15308;12797;13526;7513;2611;0;0;744;0.451;0.258;0.269;0.021;0.000;0.000;0.000;0.000
Harrow East;Unknown (LAB gain from CON);11;Harrow;72106;12747;19088;1585;4389;1144;0;0;560;0.147;0.853;0.000;0.000;0.000;0.000;0.000;0.000
Harrow West;Gareth Thomas;11;Harrow;72464;7055;24542;1267;3957;1784;0;0;536;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Hartlepool;Mike Hill;3;Teesside;70855;11481;13641;809;4206;975;0;1675;1751;0.328;0.657;0.000;0.014;0.000;0.000;0.000;0.000
Harwich and North Essex;Unknown (LAB gain from CON);9;Essex;74153;14796;16307;5251;6207;2753;0;0;391;0.407;0.580;0.006;0.006;0.000;0.000;0.000;0.000
Hastings and Rye;Unknown (LAB gain from CON);12;East Sussex;80524;11518;23528;2709;6024;2811;0;0;692;0.048;0.948;0.000;0.003;0.000;0.000;0.000;0.000
Havant;Alan Mak;12;Hampshire;72103;15688;13133;4047;5431;2348;0;0;588;0.652;0.339;0.002;0.007;0.000;0.000;0.000;0.000
Hayes and Harlington;John McDonnell;11;Hillingdon;72357;4975;22442;635;3342;1383;0;0;511;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Hazel Grove;Unknown (LAB gain from CON);4;Eastern Manchester;63346;10226;11072;10937;5910;2209;0;0;495;0.268;0.378;0.325;0.028;0.000;0.000;0.000;0.000
Hemel Hempstead;Unknown (LAB gain from CON);9;Hertfordshire;74035;12548;18458;5147;6011;2841;0;0;671;0.193;0.797;0.003;0.006;0.000;0.000;0.000;0.000
Hemsworth;Jon Trickett;5;West Yorkshire;73726;6069;21081;1206;6803;2120;0;0;827;0.005;0.991;0.000;0.004;0.000;0.000;0.000;0.000
Hendon;Unknown (LAB gain from CON);11;Barnet;82661;11068;24258;1686;4928;2596;0;0;652;0.030;0.969;0.000;0.000;0.000;0.000;0.000;0.000
Henley;John Howell;12;Oxfordshire;76646;14795;11475;14727;7651;4993;0;0;499;0.420;0.174;0.383;0.020;0.002;0.000;0.000;0.000
Hereford and South Herefordshire;Unknown (LAB gain from CON);7;Hereford and Worcestershire;72085;13377;13548;5838;6692;3160;0;0;659;0.457;0.510;0.011;0.018;0.002;0.000;0.000;0.000
Herefordshire North;Bill Wiggin;7;Hereford and Worcestershire;70252;15088;10401;6474;6807;4093;0;0;393;0.756;0.199;0.020;0.022;0.002;0.000;0.000;0.000
Hertford and Stortford;Unknown (LAB gain from CON);9;Hertfordshire;81765;15538;16094;6152;7305;6254;0;0;1033;0.460;0.506;0.007;0.021;0.005;0.000;0.000;0.000
Hertfordshire North East;Unknown (LAB gain from CON);9;Hertfordshire;76123;15582;17558;5979;6330;3655;0;0;469;0.393;0.594;0.004;0.009;0.000;0.000;0.000;0.000
Hertfordshire South West;Gagan Mohindra;9;Hertfordshire;80449;17638;15885;9278;8140;3425;0;0;1784;0.566;0.372;0.038;0.022;0.001;0.000;0.000;0.000
Hertsmere;Oliver Dowden;9;Hertfordshire;73971;16849;16448;4028;5658;2897;0;0;556;0.527;0.469;0.001;0.002;0.000;0.000;0.000;0.000
Hexham;Unknown (LAB gain from CON);3;Northumberland;61324;11784;16882;3430;5822;2621;0;0;466;0.189;0.803;0.000;0.007;0.000;0.000;0.000;0.000
Heywood and Middleton;Unknown (LAB gain from CON);4;Eastern Manchester;80162;7913;22120;1158;5884;2283;0;0;857;0.005;0.992;0.000;0.003;0.000;0.000;0.000;0.000
High Peak;Unknown (LAB gain from CON);8;Derbyshire;74265;10520;25542;1840;6089;3074;0;0;632;0.027;0.971;0.000;0.002;0.000;0.000;0.000;0.000
Hitchin and Harpenden;Unknown (LAB gain from CON);9;Hertfordshire;76323;14517;16760;13976;6348;2961;0;0;503;0.280;0.496;0.215;0.009;0.000;0.000;0.000;0.000
Holborn and St Pancras;Keir Starmer;11;Camden;86061;3466;36237;2119;5169;4669;0;0;544;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Hornchurch and Upminster;Unknown (LAB gain from CON);11;Havering;80765;14421;17014;1966;7636;3256;0;0;1654;0.343;0.637;0.000;0.020;0.000;0.000;0.000;0.000
Hornsey and Wood Green;Catherine West;11;Haringey;81814;3324;33378;8529;5877;5072;0;0;571;0.000;0.999;0.001;0.000;0.000;0.000;0.000;0.000
Horsham;Jeremy Quin;12;West Sussex;86730;17079;15807;13772;7796;4177;0;0;614;0.454;0.355;0.173;0.016;0.001;0.000;0.000;0.000
Houghton and Sunderland South;Bridget Phillipson;3;Newcastle area;68835;5217;20313;1583;6006;2076;0;0;957;0.002;0.994;0.000;0.004;0.000;0.000;0.000;0.000
Hove;Peter Kyle;12;East Sussex;74313;6684;32272;2166;5121;4480;0;0;639;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Huddersfield;Barry Sheerman;5;West Yorkshire;65525;4408;18930;946;4245;2535;0;0;716;0.002;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Hull East;Karl Turner;5;Humber area;65745;3692;16452;1532;5942;1788;0;0;942;0.001;0.990;0.000;0.009;0.000;0.000;0.000;0.000
Hull North;Diana Johnson;5;Humber area;65515;3003;18979;1441;5026;1991;0;0;830;0.001;0.997;0.000;0.001;0.000;0.000;0.000;0.000
Hull West and Hessle;Emma Hardy;5;Humber area;60192;3616;15423;1544;5492;1436;0;0;912;0.001;0.988;0.000;0.010;0.000;0.000;0.000;0.000
Huntingdon;Unknown (LAB gain from CON);9;Cambridgeshire;84657;14315;18412;8008;7083;3425;0;0;890;0.279;0.691;0.015;0.014;0.000;0.000;0.000;0.000
Hyndburn;Unknown (LAB gain from CON);4;Lancashire;70842;7360;17943;949;4581;1610;0;0;699;0.018;0.982;0.000;0.000;0.000;0.000;0.000;0.000
Ilford North;Wes Streeting;11;Redbridge;72973;8128;23906;1001;4077;1830;0;0;541;0.004;0.996;0.000;0.000;0.000;0.000;0.000;0.000
Ilford South;Sam Tarry;11;Redbridge;84972;3438;28454;583;3275;1420;0;0;611;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Ipswich;Unknown (LAB gain from CON);9;Suffolk;75525;9582;21895;1684;4815;2478;0;0;650;0.025;0.975;0.000;0.000;0.000;0.000;0.000;0.000
Isle of Wight;Unknown (LAB gain from CON);12;Hampshire;113021;18340;23536;4582;10349;7174;0;0;1596;0.300;0.673;0.002;0.024;0.001;0.000;0.000;0.000
Islington North;Jeremy Corbyn;11;Islington;75162;1944;32678;2347;4774;6228;0;0;555;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Islington South and Finsbury;Emily Thornberry;11;Islington;70489;3115;28350;2500;4933;4202;0;0;485;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Jarrow;Kate Osborne;3;Newcastle area;65103;4357;21129;1363;5628;2137;0;0;1179;0.001;0.998;0.000;0.001;0.000;0.000;0.000;0.000
Keighley;Unknown (LAB gain from CON);5;West Yorkshire;72778;9726;21852;1463;5597;2162;0;0;754;0.025;0.973;0.000;0.002;0.000;0.000;0.000;0.000
Kenilworth and Southam;Jeremy Wright;7;Warwickshire;68154;14631;13068;8502;6409;3526;0;0;399;0.548;0.379;0.052;0.020;0.000;0.000;0.000;0.000
Kensington;Unknown (LAB gain from CON);11;Kensington and Chelsea;64609;9213;19398;3640;4908;2938;0;0;561;0.045;0.953;0.000;0.002;0.000;0.000;0.000;0.000
Kettering;Unknown (LAB gain from CON);8;Northamptonshire;73164;12192;16898;2094;6140;2641;0;0;964;0.209;0.780;0.000;0.011;0.000;0.000;0.000;0.000
Kingston and Surbiton;Ed Davey;11;Kingston Upon Thames;81975;9904;11548;24075;7009;2888;0;0;623;0.026;0.061;0.901;0.011;0.000;0.000;0.000;0.000
Kingswood;Unknown (LAB gain from CON);10;Bristol area;68972;11569;19138;2912;5665;2870;0;0;678;0.125;0.869;0.000;0.004;0.000;0.000;0.000;0.000
Knowsley;George Howarth;4;Merseyside;84082;1839;39147;1179;4872;2957;0;0;1000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lancashire West;Rosie Cooper;4;Lancashire;73347;9870;28451;1280;5196;2011;0;0;556;0.007;0.993;0.000;0.000;0.000;0.000;0.000;0.000
Lancaster and Fleetwood;Cat Smith;4;Lancashire;70059;6463;20831;1534;5475;3730;0;0;906;0.006;0.991;0.000;0.002;0.000;0.000;0.000;0.000
Leeds Central;Hilary Benn;5;West Yorkshire;90971;2435;29852;860;4175;3096;0;0;938;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leeds East;Richard Burgon;5;West Yorkshire;67286;4325;19669;782;4557;1927;0;0;848;0.001;0.997;0.000;0.002;0.000;0.000;0.000;0.000
Leeds North East;Fabian Hamilton;5;West Yorkshire;70580;5055;28970;1523;4695;2848;0;0;657;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leeds North West;Alex Sobel;5;West Yorkshire;67741;5831;23316;4637;5417;3269;0;0;518;0.002;0.997;0.001;0.000;0.000;0.000;0.000;0.000
Leeds West;Rachel Reeves;5;West Yorkshire;67727;3414;22833;981;4473;2300;0;0;965;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leicester East;Claudia Webbe;8;Leicestershire;78433;6059;22226;856;3658;935;0;0;678;0.001;0.998;0.000;0.000;0.000;0.000;0.000;0.000
Leicester South;Jonathan Ashworth;8;Leicestershire;77708;2968;26445;921;3492;2619;0;0;662;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leicester West;Liz Kendall;8;Leicestershire;64940;3623;18142;826;3387;1585;0;0;611;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leicestershire North West;Unknown (LAB gain from CON);8;Leicestershire;78935;14006;19685;2336;7126;3289;0;0;698;0.198;0.793;0.000;0.009;0.000;0.000;0.000;0.000
Leicestershire South;Unknown (LAB gain from CON);8;Leicestershire;80520;16321;18299;3992;7398;3063;0;0;651;0.384;0.609;0.000;0.007;0.000;0.000;0.000;0.000
Leigh;Unknown (LAB gain from CON);4;Western Manchester;77417;8101;22908;1229;6161;2018;0;0;1036;0.012;0.984;0.000;0.004;0.000;0.000;0.000;0.000
Lewes;Unknown (LIB gain from CON);12;East Sussex;71503;12061;6709;18023;6577;3910;0;0;535;0.172;0.012;0.800;0.014;0.001;0.000;0.000;0.000
Lewisham Deptford;Vicky Foxcroft;11;Lewisham;80631;1868;36754;1647;4037;4188;0;0;480;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lewisham East;Janet Daby;11;Lewisham;67857;2997;25906;1436;3974;2901;0;0;473;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lewisham West and Penge;Ellie Reeves;11;Lewisham;74617;3524;30454;2254;5070;3663;0;0;541;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Leyton and Wanstead;John Cryer;11;Waltham Forest;64852;3018;26274;1220;3561;2644;0;0;439;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Lichfield;Michael Fabricant;7;Staffordshire;76616;18095;16504;3691;6440;2663;0;0;471;0.578;0.419;0.000;0.003;0.000;0.000;0.000;0.000
Lincoln;Unknown (LAB gain from CON);8;Lincolnshire;74942;8849;23881;1565;5438;2694;0;0;854;0.014;0.986;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool Riverside;Kim Johnson;4;Merseyside;80310;1368;37322;1335;3702;3738;0;0;715;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool Walton;Dan Carden;4;Merseyside;62628;1195;30078;623;2597;1656;0;0;529;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool Wavertree;Paula Barker;4;Merseyside;63458;1711;27565;1950;4301;2908;0;0;781;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Liverpool West Derby;Ian Byrne;4;Merseyside;65640;1675;31388;841;3609;1867;0;0;777;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Loughborough;Unknown (LAB gain from CON);8;Leicestershire;79764;11554;24406;1766;5465;3023;0;0;795;0.040;0.960;0.000;0.000;0.000;0.000;0.000;0.000
Louth and Horncastle;Victoria Atkins;8;Lincolnshire;79634;15532;14343;2630;8305;1895;0;0;760;0.569;0.402;0.000;0.029;0.000;0.000;0.000;0.000
Ludlow;Philip Dunne;7;Shropshire;69444;16242;11929;7623;6274;2263;0;0;276;0.728;0.234;0.026;0.011;0.000;0.000;0.000;0.000
Luton North;Sarah Owen;9;Bedfordshire;68185;4599;20701;1044;3394;1429;0;0;489;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Luton South;Rachel Hopkins;9;Bedfordshire;69338;4566;19685;1064;3751;1661;0;0;751;0.001;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Macclesfield;Unknown (LAB gain from CON);4;Cheshire;76216;14182;22063;2447;6694;3492;0;0;738;0.142;0.853;0.000;0.005;0.000;0.000;0.000;0.000
Maidenhead;Theresa May;12;Berkshire;76668;17242;14065;10009;6494;3429;0;0;590;0.621;0.301;0.060;0.016;0.002;0.000;0.000;0.000
Maidstone and The Weald;Helen Grant;12;Kent;76109;14577;13372;7395;6061;2866;0;0;589;0.550;0.399;0.040;0.011;0.000;0.000;0.000;0.000
Makerfield;Yvonne Fovargue;4;Western Manchester;74190;6233;23325;1227;6371;2340;0;0;1057;0.002;0.996;0.000;0.001;0.000;0.000;0.000;0.000
Maldon;John Whittingdale;9;Essex;72438;17445;12681;5118;6611;2755;0;0;632;0.767;0.220;0.002;0.011;0.000;0.000;0.000;0.000
Manchester Central;Lucy Powell;4;Central Manchester;92247;1739;32978;1010;3749;3075;0;0;833;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Manchester Gorton;Afzal Khan;4;Central Manchester;76419;1017;27763;620;2491;2081;0;0;480;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Manchester Withington;Jeff Smith;4;Central Manchester;76530;2319;33597;2391;4672;3787;0;0;558;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Mansfield;Unknown (LAB gain from CON);8;Nottinghamshire;77131;11041;19336;1217;6187;1949;0;0;980;0.079;0.911;0.000;0.009;0.000;0.000;0.000;0.000
Meon Valley;Flick Drummond;12;Hampshire;75737;18376;12007;10152;6492;3009;0;0;445;0.765;0.157;0.069;0.008;0.000;0.000;0.000;0.000
Meriden;Saqib Bhatti;7;Coventry and Solihull;85368;16978;15227;3918;6650;3626;0;0;694;0.588;0.403;0.001;0.007;0.000;0.000;0.000;0.000
Middlesbrough;Andy McDonald;3;Teesside;60764;2743;17030;693;3762;1345;0;0;1174;0.000;0.999;0.000;0.000;0.000;0.000;0.000;0.000
Middlesbrough South and Cleveland East;Unknown (LAB gain from CON);3;Teesside;72348;9489;19419;1745;6286;2270;0;0;1000;0.045;0.948;0.000;0.006;0.000;0.000;0.000;0.000
Milton Keynes North;Unknown (LAB gain from CON);12;Buckinghamshire;91545;12581;26675;3513;6438;3242;0;0;627;0.047;0.951;0.000;0.001;0.000;0.000;0.000;0.000
Milton Keynes South;Unknown (LAB gain from CON);12;Buckinghamshire;96363;12758;27986;3044;6364;3097;0;0;778;0.026;0.973;0.000;0.001;0.000;0.000;0.000;0.000
Mitcham and Morden;Siobhain McDonagh;11;Merton;70021;3920;26939;1171;3951;2256;0;0;512;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Mole Valley;Paul Beresford;12;Surrey;74665;16918;10444;15789;7075;3466;0;0;549;0.528;0.084;0.376;0.011;0.001;0.000;0.000;0.000
Morecambe and Lunesdale;Unknown (LAB gain from CON);4;Lancashire;67397;9075;19169;1784;5972;2672;0;0;788;0.045;0.948;0.000;0.006;0.000;0.000;0.000;0.000
Morley and Outwood;Unknown (LAB gain from CON);5;West Yorkshire;78803;9986;21964;1448;6680;2968;0;0;1510;0.037;0.956;0.000;0.007;0.000;0.000;0.000;0.000
New Forest East;Julian Lewis;12;Hampshire;73549;16853;12670;7292;6484;3071;0;0;611;0.709;0.255;0.024;0.011;0.000;0.000;0.000;0.000
New Forest West;Desmond Swayne;12;Hampshire;70866;18119;11795;6456;6307;3598;0;0;506;0.805;0.172;0.013;0.010;0.000;0.000;0.000;0.000
Newark;Unknown (LAB gain from CON);8;Nottinghamshire;75850;14561;17788;3224;7457;2899;0;0;779;0.318;0.670;0.000;0.012;0.000;0.000;0.000;0.000
Newbury;Laura Farris;12;Berkshire;83414;16768;12057;15632;7121;3602;0;0;510;0.486;0.139;0.365;0.010;0.000;0.000;0.000;0.000
Newcastle upon Tyne Central;Chi Onwurah;3;Newcastle area;57845;2710;19990;1159;3731;1881;0;0;670;0.000;0.999;0.000;0.001;0.000;0.000;0.000;0.000
Newcastle upon Tyne East;Nick Brown;3;Newcastle area;63796;3144;26173;1912;3942;3206;0;0;535;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000
Newcastle upon Tyne North;Catherine McKinnell;3;Newcastle area;68486;6047;23006;2532;6511;2748;0;0;859;0.002;0.996;0.000;0.001;0.000;0.000;0.000;0.000
Newcastle-under-Lyme;Unknown (LAB gain from CON);7;Staffordshire;68211;10395;18429;1778;4903;1864;0;0;515;0.093;0.905;0.000;0.002;0.000;0.000;0.000;0.000
Newton Abbot;Unknown (LAB gain from CON);10;Devon;72529;12717;13042;10436;6725;2753;0;0;781;0.369;0.445;0.161;0.024;0.000;0.000;0.000;0.000
Norfolk Mid;Unknown (LAB gain from CON);9;Norfolk;82203;16741;16910;5726;6503;2116;0;0;500;0.478;0.510;0.002;0.009;0.000;0.000;0.000;0.000
Norfolk North;Unknown (LIB gain from CON);9;Norfolk;70729;13647;7097;16660;6863;1448;0;0;226;0.291;0.024;0.673;0.011;0.000;0.000;0.000;0.000
Norfolk North West;Unknown (LAB gain from CON);9;Norfolk;72080;13740;14409;2897;5964;2361;0;0;540;0.434;0.557;0.000;0.008;0.000;0.000;0.000;0.000
Norfolk South;Unknown (LAB gain from CON);9;Norfolk;86214;16329;18236;7675;7258;3871;0;0;421;0.403;0.569;0.013;0.014;0.000;0.000;0.000;0.000
