Country;Constituency;Area;Area;County;Electorate;CON;LAB;LIB;UKIP;Green;NAT;MIN;OTH
England;Tatton;North West;North West;Cheshire;75538;3300;4200;1000;1000;400;0;0;0
England;Taunton and Wellington;South West;South West;Somerset;76049;3100;1900;3500;1000;300;0;0;000
England;Telford;West Midlands;West Midlands;Shropshire;70768;2600;4500;200;2300;200;0;0;0
England;Tewkesbury;South West;South West;Gloucestershire;72426;3300;2500;2300;1200;500;0;0;000
England;The Wrekin;West Midlands;West Midlands;Shropshire;76143;3600;3900;600;1500;400;0;0;000
England;Thirsk and Malton;Yorkshire and The Humber;Yorkshire and The Humber;North Yorkshire;76623;3400;2800;1400;1600;600;0;0;000
England;Thornbury and Yate;South West;South West;Bristol area;74985;3600;1600;3300;1100;300;0;0;0
England;Thurrock;Eastern;East of England;Essex;73347;2800;4800;400;1400;400;0;0;100
England;Tipton and Wednesbury;West Midlands;West Midlands;Black Country;73820;2800;4700;300;1700;300;0;0;100
England;Tiverton and Minehead;South West;South West;Somerset;70829;2900;1600;3800;1200;300;0;0;0
England;Tonbridge;South East;South East;Kent;73692;3300;3400;1000;1600;700;0;0;000
England;Tooting;London;London;Wandsworth;76986;1300;6500;700;500;700;0;0;200
England;Torbay;South West;South West;Devon;75742;3400;2100;2900;1000;400;0;0;000
Wales;Torfaen;Wales;Wales;Gwent;70591;1800;4800;300;1500;400;1000;0;100
England;Torridge and Tavistock;South West;South West;Devon;74802;3400;3200;1700;1300;300;0;0;000
England;Tottenham;London;London;Haringey;75968;700;6900;400;400;1200;0;0;300
England;Truro and Falmouth;South West;South West;Cornwall;73326;2600;5200;700;900;500;0;0;000
England;Tunbridge Wells;South East;South East;Kent;75213;3400;2800;2200;1100;300;0;0;000
England;Twickenham;London;London;Richmond upon Thames;75889;1800;2200;4700;800;300;0;0;100
England;Tynemouth;North East;North East;Newcastle area;73022;1900;6100;300;1100;500;0;0;000
England;Uxbridge and South Ruislip;London;London;Hillingdon;75042;3000;4900;500;1000;400;0;0;100
Wales;Vale of Glamorgan;Wales;Wales;South Glamorgan;70426;2500;5300;200;1100;500;300;0;000
England;Vauxhall and Camberwell Green;London;London;Lambeth;69995;900;5700;1000;500;1600;0;0;300
England;Wakefield and Rothwell;Yorkshire and The Humber;Yorkshire and The Humber;West Yorkshire;73968;2100;5000;500;1700;400;0;0;100
England;Wallasey;North West;North West;Merseyside;73054;1200;6700;300;800;700;0;0;100
England;Walsall and Bloxwich;West Midlands;West Midlands;Black Country;74886;2700;5400;300;1100;300;0;0;100
England;Walthamstow;London;London;Waltham Forest;70867;700;7000;400;500;1100;0;0;200
England;Warrington North;North West;North West;Cheshire;72350;2100;5100;900;1200;500;0;0;100
England;Warrington South;North West;North West;Cheshire;76639;2300;5200;600;1300;300;0;0;100
England;Warwick and Leamington;West Midlands;West Midlands;Warwickshire;75440;2100;5700;500;900;500;0;0;100
England;Washington and Gateshead South;North East;North East;Newcastle area;71775;1600;5800;200;1700;500;0;0;000
England;Watford;Eastern;East of England;Hertfordshire;70576;2400;5000;1200;700;500;0;0;100
England;Waveney Valley;Eastern;East of England;Suffolk;70540;2300;1000;400;2800;3300;0;0;100
England;Weald of Kent;South East;South East;Kent;70110;3600;2500;1100;2200;500;0;0;0
England;Wellingborough and Rushden;East Midlands;East Midlands;Northamptonshire;76669;3000;4300;300;1900;500;0;0;100
England;Wells and Mendip Hills;South West;South West;Somerset;69843;3700;1700;2900;1000;600;0;0;000
England;Welwyn Hatfield;Eastern;East of England;Hertfordshire;74535;2800;4700;500;1200;700;0;0;0
Scotland;West Aberdeenshire and Kincardine;Scotland;Scotland;Grampian;73634;2800;1900;1300;400;200;3100;0;100
England;West Bromwich;West Midlands;West Midlands;Black Country;72208;2800;4600;400;1500;500;0;0;200
England;West Dorset;South West;South West;Dorset;75390;3500;1200;4900;0;400;0;0;000
Scotland;West Dunbartonshire;Scotland;Scotland;Glasgow area;70286;500;5100;100;300;400;3300;0;100
England;West Ham and Beckton;London;London;Newham;70590;1000;6800;400;500;900;0;0;300
England;West Lancashire;North West;North West;Lancashire;73652;2000;5800;400;1100;600;0;0;0
England;West Suffolk;Eastern;East of England;Suffolk;76243;3100;3300;800;2100;600;0;0;000
England;West Worcestershire;West Midlands;West Midlands;Hereford and Worcestershire;76638;3500;2800;1600;1600;500;0;0;000
England;Westmorland and Lonsdale;North West;North West;Cumbria;72322;2600;1200;4800;900;200;0;0;000
England;Weston-super-Mare;South West;South West;Bristol area;70722;3300;4400;500;1000;600;0;0;0
England;Wetherby and Easingwold;Yorkshire and The Humber;Yorkshire and The Humber;North Yorkshire;71455;3800;3400;700;1500;400;0;0;000
England;Whitehaven and Workington;North West;North West;Cumbria;73385;2200;5400;200;1700;300;0;0;0
England;Widnes and Halewood;North West;North West;Cheshire;70865;1100;6400;500;1200;600;0;0;100
England;Wigan;North West;North West;Western Manchester;75607;1500;5400;500;1800;500;0;0;100
England;Wimbledon;London;London;Merton;74641;2400;3200;3300;600;300;0;0;100
England;Winchester;South East;South East;Hampshire;76577;3200;1100;4300;700;500;0;0;000
England;Windsor;South East;South East;Berkshire;74338;3400;3200;1700;1000;600;0;0;100
England;Wirral West;North West;North West;Merseyside;72126;2300;6100;300;900;400;0;0;0
England;Witham;Eastern;East of England;Essex;75064;3200;3100;600;2400;600;0;0;000
England;Witney;South East;South East;Oxfordshire;70042;3300;1900;3100;1300;300;0;0;000
England;Woking;South East;South East;Surrey;71737;3000;3000;2500;900;500;0;0;100
England;Wokingham;South East;South East;Berkshire;70235;3400;2000;3100;1000;400;0;0;0
England;Wolverhampton North East;West Midlands;West Midlands;Black Country;70449;3000;5200;300;1300;300;0;0;0
England;Wolverhampton South East;West Midlands;West Midlands;Black Country;75685;2400;5300;300;1200;400;0;0;200
England;Wolverhampton West;West Midlands;West Midlands;Black Country;75592;2700;5100;300;1300;300;0;0;200
England;Worcester;West Midlands;West Midlands;Hereford and Worcestershire;73928;2400;5700;300;1100;400;0;0;100
England;Worsley and Eccles;North West;North West;Central Manchester;76915;2000;5200;400;1600;600;0;0;100
England;Worthing West;South East;South East;West Sussex;76293;3300;4400;500;1200;500;0;0;000
Wales;Wrexham;Wales;Wales;Clwyd;70964;2400;4600;200;1600;300;600;0;100
England;Wycombe;South East;South East;Buckinghamshire;71769;2600;4800;800;900;700;0;0;100
England;Wyre Forest;West Midlands;West Midlands;Hereford and Worcestershire;77015;3300;3700;500;2100;300;0;0;000
England;Wythenshawe and Sale East;North West;North West;Central Manchester;76971;1700;5700;600;1000;700;0;0;200
England;Yeovil;South West;South West;Somerset;76056;3300;1400;3500;1300;300;0;0;000
Wales;Ynys Mon;Wales;Wales;Gwynedd;52415;1800;2800;300;1200;500;3300;0;100
England;York Central;Yorkshire and The Humber;Yorkshire and The Humber;North Yorkshire;74854;1200;6000;600;700;1300;0;0;100
England;York Outer;Yorkshire and The Humber;Yorkshire and The Humber;North Yorkshire;72720;3000;5100;600;900;300;0;0;000
Northern Ireland;Antrim East;1;Northern Ireland;Antrim;69936;5943;241;12312;9406;946;3247;0;5167
Northern Ireland;Antrim North;1;Northern Ireland;Antrim;71165;8805;785;15400;5334;371;7237;0;6119
Northern Ireland;Antrim South;1;Northern Ireland;Antrim;71646;13045;610;10220;7315;326;6297;0;5160
Northern Ireland;Belfast East;1;Northern Ireland;Antrim;70076;3000;0;15554;18190;270;1166;0;4266
Northern Ireland;Belfast North;1;Northern Ireland;Antrim;71732;540;0;15216;3841;301;24379;0;4760
Northern Ireland;Belfast South;1;Northern Ireland;Antrim;71978;2001;23606;6630;5822;414;1787;0;7091
Northern Ireland;Belfast West;1;Northern Ireland;Antrim;71921;499;796;1418;1499;278;22067;6194;6031
Northern Ireland;Down North;1;Northern Ireland;Down;70412;5372;0;10647;17530;243;1050;0;5801
Northern Ireland;Down South;1;Northern Ireland;Down;71772;4059;10868;2670;5902;419;17948;0;7895
Northern Ireland;Fermanagh and South Tyrone;1;Northern Ireland;Fermanagh;74643;22169;919;0;2110;134;22564;0;2866
Northern Ireland;Foyle;1;Northern Ireland;Londonderry;69890;1731;23424;272;1009;358;11319;2032;6999
Northern Ireland;Lagan Valley;1;Northern Ireland;Antrim;76332;9208;469;14104;12162;336;2548;0;6578
Northern Ireland;Londonderry East;1;Northern Ireland;Londonderry;72213;4251;3276;11111;5121;364;7699;0;7481
Northern Ireland;Newry and Armagh;1;Northern Ireland;Armagh;74585;4977;5725;5704;3353;431;22149;0;8441
Northern Ireland;Strangford;1;Northern Ireland;Down;70070;4560;532;13062;9871;1090;1849;0;6521
Northern Ireland;Tyrone West;1;Northern Ireland;Tyrone;70614;3411;4310;4759;3169;876;18078;0;6584
Northern Ireland;Ulster Mid;1;Northern Ireland;Tyrone;70094;3295;3112;6185;2808;381;22120;0;6719
Northern Ireland;Upper Bann;1;Northern Ireland;Armagh;76969;7008;1233;14542;5414;452;14245;0;7151
