Country;Constituency;Area;County;Electorate;CON;LAB;LIB;Green;NAT;MIN;UKIP;OTH
England;Wythenshawe and Sale East;North West;Central Manchester;76971;1400;5800;800;600;000;000;1200;200
England;Yeovil;South West;Somerset;76056;3400;1300;3600;500;000;000;1000;100
England;York Central;Yorkshire and The Humber;North Yorkshire;74854;1500;5400;1000;1500;000;000;500;000
England;York Outer;Yorkshire and The Humber;North Yorkshire;72720;2200;3600;1700;600;000;000;1500;500
Scotland;Aberdeen North;Scotland;Grampian;76895;1800;2400;700;000;4700;000;000;400
Scotland;Aberdeen South;Scotland;Grampian;76560;3200;1500;600;000;4200;000;000;500
Scotland;Aberdeenshire North and Moray East;Scotland;Grampian;71485;4100;1500;300;000;4100;000;000;000
Scotland;Airdrie and Shotts;Scotland;Glasgow area;70420;900;4900;200;000;3700;000;000;300
Scotland;Alloa and Grangemouth;Scotland;Central;72265;1800;2700;500;000;4600;000;000;500
Scotland;Angus and Perthshire Glens;Scotland;Tayside;77006;3300;1300;300;000;4600;000;000;500
Scotland;Arbroath and Broughty Ferry;Scotland;Tayside;76810;2200;2200;700;000;4500;000;000;500
Scotland;Argyll, Bute and South Lochaber;Scotland;Argyll and Bute;71707;3300;1400;800;000;4000;000;000;500
Scotland;Ayr, Carrick and Cumnock;Scotland;Ayrshire and Lanark;72057;3300;2000;300;000;3900;000;000;500
Scotland;Bathgate and Linlithgow;Scotland;Edinburgh area;71650;1800;3100;800;000;3900;000;000;500
Scotland;Berwickshire, Roxburgh and Selkirk;Scotland;Borders;74867;4000;1500;500;000;3400;000;000;600
Scotland;Caithness, Sutherland and Easter Ross;Scotland;Highland;75173;800;1100;3900;000;3600;000;000;500
Scotland;Central Ayrshire;Scotland;Ayrshire and Lanark;69779;3100;2000;300;000;4200;000;000;500
Scotland;Coatbridge and Bellshill;Scotland;Glasgow area;72507;600;5000;200;000;3900;000;000;400
Scotland;Cowdenbeath and Kirkcaldy;Scotland;Fife;70329;1200;4800;400;000;3300;000;000;300
Scotland;Cumbernauld and Kirkintilloch;Scotland;Glasgow area;70579;800;4500;300;000;4500;000;000;000
Scotland;Dumfries and Galloway;Scotland;Dumfries and Galloway;76863;3700;1700;300;000;3600;000;000;600
Scotland;Dumfriesshire, Clydesdale and Tweeddale;Scotland;Dumfries and Galloway;70738;3900;1700;400;000;3400;000;000;600
Scotland;Dundee Central;Scotland;Tayside;75298;800;3600;500;000;4700;000;000;500
Scotland;Dunfermline and Dollar;Scotland;Fife;70725;1100;4200;500;000;3900;000;000;400
Scotland;East Kilbride and Strathaven;Scotland;Ayrshire and Lanark;75161;1500;3300;600;000;4000;000;000;500
Scotland;East Renfrewshire;Scotland;Glasgow area;72959;3200;1800;400;000;4100;000;000;500
Scotland;Edinburgh East and Musselburgh;Scotland;Edinburgh area;75705;700;4300;400;000;4200;000;000;400
Scotland;Edinburgh North and Leith;Scotland;Edinburgh area;76770;900;4100;700;000;3900;000;000;400
Scotland;Edinburgh South;Scotland;Edinburgh area;73315;900;6300;400;000;2200;000;000;200
Scotland;Edinburgh South West;Scotland;Edinburgh area;70980;1800;2600;900;000;4300;000;000;400
Scotland;Edinburgh West;Scotland;Edinburgh area;76723;800;1400;4400;000;3100;000;000;300
Scotland;Falkirk;Scotland;Central;75067;1900;2400;600;000;4600;000;000;400
Scotland;Glasgow East;Scotland;Glasgow area;69748;600;4800;200;000;4000;000;000;400
Scotland;Glasgow North;Scotland;Glasgow area;75236;400;4900;300;000;4000;000;000;400
Scotland;Glasgow North East;Scotland;Glasgow area;73210;500;5100;200;000;3800;000;000;400
Scotland;Glasgow South;Scotland;Glasgow area;70431;600;4600;300;000;4100;000;000;400
Scotland;Glasgow South West;Scotland;Glasgow area;71344;600;4900;200;000;3900;000;000;400
Scotland;Glasgow West;Scotland;Glasgow area;72499;800;4400;400;000;4000;000;000;400
Scotland;Glenrothes and Mid Fife;Scotland;Fife;69734;800;4600;300;000;4400;000;000;000
Scotland;Gordon and Buchan;Scotland;Grampian;70238;4200;1400;700;000;3700;000;000;000
Scotland;Hamilton and Clyde Valley;Scotland;Ayrshire and Lanark;74577;1300;4400;200;000;3700;000;000;300
Scotland;Inverclyde and Renfrewshire West;Scotland;Glasgow area;70418;900;4400;300;000;4000;000;000;400
Scotland;Inverness, Skye and West Ross-shire;Scotland;Highland;76903;1700;2100;1400;000;4400;000;000;400
Scotland;Kilmarnock and Loudoun;Scotland;Ayrshire and Lanark;74801;1700;3000;400;000;4300;000;000;500
Scotland;Livingston;Scotland;Edinburgh area;75454;1100;4000;400;000;4100;000;000;400
Scotland;Lothian East;Scotland;Edinburgh area;71287;1400;4900;400;000;3000;000;000;400
Scotland;Mid Dunbartonshire;Scotland;Glasgow area;75099;700;1500;3900;000;3500;000;000;500
Scotland;Midlothian;Scotland;Edinburgh area;71210;1100;4700;400;000;3500;000;000;300
Scotland;Moray West, Nairn and Strathspey;Scotland;Grampian;76237;3500;1300;300;000;4200;000;000;600
Scotland;Motherwell, Wishaw and Carluke;Scotland;Glasgow area;72318;1100;4300;200;000;3900;000;000;500
Scotland;Na h-Eileanan an Iar;Scotland;Western Isles;21177;1100;4500;200;000;3800;000;000;400
Scotland;North Ayrshire and Arran;Scotland;Ayrshire and Lanark;73588;2800;1900;300;000;4500;000;000;400
Scotland;North East Fife;Scotland;Fife;70452;600;1200;4400;000;3800;000;000;000
Scotland;Orkney and Shetland;Scotland;Orkney and Shetland;34824;500;1300;4900;000;3300;000;000;000
Scotland;Paisley and Renfrewshire North;Scotland;Glasgow area;69941;1000;4300;400;000;4300;000;000;000
Scotland;Paisley and Renfrewshire South;Scotland;Glasgow area;69813;900;4200;300;000;4100;000;000;400
Scotland;Perth and Kinross-shire;Scotland;Tayside;76320;3500;1300;500;000;4100;000;000;500
Scotland;Rutherglen;Scotland;Ayrshire and Lanark;71612;900;4700;400;000;3600;000;000;500
Scotland;Stirling and Strathallan;Scotland;Central;77008;3200;1500;400;000;4800;000;000;000
Scotland;West Aberdeenshire and Kincardine;Scotland;Grampian;73634;3700;1300;700;000;3700;000;000;600
Scotland;West Dunbartonshire;Scotland;Glasgow area;70286;700;4400;200;000;4100;000;000;600
Wales;Aberafan Maesteg;Wales;West Glamorgan;69817;1200;5500;600;400;1000;000;1100;200
Wales;Alyn and Deeside;Wales;Clwyd;75695;2700;4800;400;300;600;000;1100;100
Wales;Bangor Aberconwy;Wales;Clwyd;70468;2400;4200;400;300;1800;000;900;000
Wales;Blaenau Gwent and Rhymney;Wales;Gwent;71079;1300;6500;700;400;900;000;000;100
Wales;Brecon, Radnor and Cwm Tawe;Wales;Powys;72113;2700;1600;3300;400;600;000;1200;200
Wales;Bridgend;Wales;Mid Glamorgan;70770;2800;4400;500;400;800;000;1100;100
Wales;Caerfyrddin;Wales;Dyfed;72683;2400;2400;300;400;3400;000;1200;100
Wales;Caerphilly;Wales;Gwent;72458;1500;4600;400;400;1600;000;1400;000
Wales;Cardiff East;Wales;South Glamorgan;72463;1200;6100;1100;400;300;000;700;100
Wales;Cardiff North;Wales;South Glamorgan;71143;1900;5300;700;500;500;000;1100;000
Wales;Cardiff West;Wales;South Glamorgan;73947;1600;5200;600;500;1000;000;1000;100
Wales;Ceredigion Preseli;Wales;Dyfed;74063;2000;2100;1000;500;3500;000;900;000
Wales;Clwyd East;Wales;Clwyd;76395;3000;4300;400;400;700;000;1200;100
Wales;Clwyd North;Wales;Clwyd;76150;2800;4500;300;400;900;000;1100;000
Wales;Dwyfor Meirionnydd;Wales;Gwynedd;72533;1400;2400;400;300;4600;000;900;000
Wales;Gower;Wales;West Glamorgan;76801;2500;5000;500;200;700;000;900;100
Wales;Llanelli;Wales;Dyfed;69895;2000;4300;200;300;2300;000;900;000
Wales;Merthyr Tydfil and Aberdare;Wales;Mid Glamorgan;74805;1100;5300;800;300;900;000;1000;600
Wales;Mid and South Pembrokeshire;Wales;Dyfed;76820;2700;3900;500;600;800;000;1500;100
Wales;Monmouthshire;Wales;Gwent;72681;2800;3500;800;700;500;000;1600;100
Wales;Montgomeryshire and Glyndwr;Wales;Powys;74223;2900;2800;1400;600;600;000;1700;000
Wales;Neath and Swansea East;Wales;West Glamorgan;74705;1600;5100;600;400;1100;000;1200;000
Wales;Newport East;Wales;Gwent;76159;2300;5200;600;400;400;000;1000;000
Wales;Newport West and Islwyn;Wales;Gwent;76234;2500;4900;300;400;700;000;1100;100
Wales;Pontypridd;Wales;Mid Glamorgan;73743;1400;4700;700;400;1200;000;1000;500
Wales;Rhondda and Ogmore;Wales;Mid Glamorgan;73557;900;6100;500;300;1400;000;800;000
Wales;Swansea West;Wales;West Glamorgan;74612;1500;5300;900;500;700;000;1100;000
Wales;Torfaen;Wales;Gwent;70591;2400;5100;400;400;600;000;1100;000
Wales;Vale of Glamorgan;Wales;South Glamorgan;70426;2900;4700;300;600;400;000;1000;200
Wales;Wrexham;Wales;Clwyd;70964;2900;4300;500;400;800;000;1100;100
Wales;Ynys Mon;Wales;Gwynedd;52415;1600;3400;200;200;3200;000;1300;000
Northern Ireland;Antrim East;1;Antrim;69936;5943;241;12312;9406;946;3247;0;5167
Northern Ireland;Antrim North;1;Antrim;71165;8805;785;15400;5334;371;7237;0;6119
Northern Ireland;Antrim South;1;Antrim;71646;13045;610;10220;7315;326;6297;0;5160
Northern Ireland;Belfast East;1;Antrim;70076;3000;0;15554;18190;270;1166;0;4266
Northern Ireland;Belfast North;1;Antrim;71732;540;0;15216;3841;301;24379;0;4760
Northern Ireland;Belfast South;1;Antrim;71978;2001;23606;6630;5822;414;1787;0;7091
Northern Ireland;Belfast West;1;Antrim;71921;499;796;1418;1499;278;22067;6194;6031
Northern Ireland;Down North;1;Down;70412;5372;0;10647;17530;243;1050;0;5801
Northern Ireland;Down South;1;Down;71772;4059;10868;2670;5902;419;17948;0;7895
Northern Ireland;Fermanagh and South Tyrone;1;Fermanagh;74643;22169;919;0;2110;134;22564;0;2866
Northern Ireland;Foyle;1;Londonderry;69890;1731;23424;272;1009;358;11319;2032;6999
Northern Ireland;Lagan Valley;1;Antrim;76332;9208;469;14104;12162;336;2548;0;6578
Northern Ireland;Londonderry East;1;Londonderry;72213;4251;3276;11111;5121;364;7699;0;7481
Northern Ireland;Newry and Armagh;1;Armagh;74585;4977;5725;5704;3353;431;22149;0;8441
Northern Ireland;Strangford;1;Down;70070;4560;532;13062;9871;1090;1849;0;6521
Northern Ireland;Tyrone West;1;Tyrone;70614;3411;4310;4759;3169;876;18078;0;6584
Northern Ireland;Ulster Mid;1;Tyrone;70094;3295;3112;6185;2808;381;22120;0;6719
Northern Ireland;Upper Bann;1;Armagh;76969;7008;1233;14542;5414;452;14245;0;7151
